,date,reviews,polarity_score,subjectivity_score
24,4-10-2021 ,"This is always out go-to place, especially for breakfast, in Barcelona and we are never disappointed by the tasty food. Busy, but the service is always nice.One of the landmarks :) 9/10",0.24375,0.7625
25,1-10-2021 ,"We had a great time when we visited, we had to come back the next day to eat. IT WAS THAT GOOD. The front-of-house was really friendly and accommodating. There was a long line-up or queue but it was worth it! Raquel was our server and she was the best! She recommended a lot of their popular tapas, and they did not disappoint at all! It was so so good! The seafood was fresh and properly cooked, we had grilled figs that was so fresh, and mushrooms with egg yolk. It was all divine. Everything was served nice and hot. The garlic shrimp, galician clams, grilled cuttlefish, and many more, are definitely what to order. The staff was absolutely friendly.",0.4026315789473684,0.4789473684210526
26,28-09-2021 ,"Unfirendly stuff! We had a big table, they made us leave because someone else was coming. But in the same time they did not let us book a table earlier. ",0.0,0.24166666666666667
27,22-09-2021 ,"We loved our experience here. The food was fantastic - great quality, freshly cooked and quickly served. We had been told about this place by friends who had been before and it didn’t disappoint!You can’t book but you turn up and leave your name and they tell you roughly how long until your table is ready, so you can nip off for a drink nearby then come back, which is what we did. Our table was called promptly when we came back so we didn’t have to wait. It is always very busy so make sure you are there when your name is called as I would imagine they don’t hold tables for long!The service was impeccable and very quick. The place is very buzzing and full of atmosphere, so it was great fun - but not the place for a quiet, leisurely meal. Lots of locals eating there which is always a good sign.First class food, great service and super efficient.Will definitely go back for more!",0.35437499999999994,0.5032870370370369
28,21-09-2021 ,This is our second visit in one week to this restaurant Always a queue but not a long wait and well worth itFriendly service especially from Antonio(always smiling) great food and lovely ambience If you are a G&T drinker this is the placeserved at the table out of the bottle in a goldfish bowl sized glassGo you won’t be disappointed Enjoy,0.159375,0.53125
29,18-09-2021 ,This used to be our favorite restaurant in Barcelona. It is a couple of years since our last visit. But this time the food was disapointing. So we Will not come back. Maybe they Got now crew,0.16666666666666666,0.35555555555555557
30,13-09-2021 ,The quality of the meal was so perfect. The service was so friendly and recommend me something to eat,0.6875,0.75
31,13-09-2021 ,"We were in Barcelona a couple of years back. Each time we think of the city, this restaurant comes to mind first. The food is excellent and the best service.The staff are very nice. Price is reasonable. Yes, the line is often long but it's worth the wait. If/when we go back to Barcelona and this restaurant is the first stop!!",0.38706250000000003,0.4066666666666666
32,12-09-2021 ,"Busy, buzzy, you will see the queue and think you should go elsewhere, but it does move fairly quickly. We waited about 25 minutes for a table at around 8.30pm on a Sunday evening. The staff were friendly, the restaurant was spotlessly clean and the food was excellent. The two of us shared some red prawns, razor clams, some beef and some whitebait, followed by a kind of bread pudding and churros, plus a jug of sangria. Everything was excellent. ",0.471875,0.6125
33,8-09-2021 ,"My first work trip to Barcelona since the pandemic began, I used to always go to Santa Catarina for their razor clams, but they have changed their menu, so I found my way to Cerveseria Catalana. What a fantastic find. Hugely popular, with quite a queue, but very well worth the wait. The razor clams were fabulous, as was the anchovy montadito, the croquettes, the burnt Sant Teresa torrija and the house chardonnay. Very reasonably priced. Sherwin (waiter) was excellent.",0.42625,0.6641666666666667
34,4-09-2021 ,"I raved about this restaurant when I first visited in 2016 but it seems the service and food has taken a nosedive. I ate around 13:30, so it may have been slow and too early, but everything just seemed slow and mediocre in the restaurant.I ordered 4 different types of tapas, and only liked 1 of the items.It's a very tourist-recommended location, but I'd suggest trying other local restaurants.",-0.006818181818181829,0.5007575757575757
35,31-08-2021 ,"We had lunch here TWICE and from the moment we walked in, we felt welcomed. The Maitre d Rachez wasan incredible host. She made you feel great even if their was a wait. The food was incredible. We had multiple Shrimp types, Potatas Bravas, beef tenderloin, mini burgers, calamari, fist, etc. The sangria was to die for. One thing to note was that there were 3 other girls who waited on us - Cherry, Elsie, and Vangie. When the were not running plates, they were busy getting the place in order (moving plates, cleaning up, etc.) Thank you Girls - You run that joint. Overall, we loved it here and would go back again and again.",0.36388888888888893,0.4472222222222222
36,28-08-2021 ,"This place has everything going for it. It has a good location, a buzz about it, and clearly has excellent word of mouth. We came a few years ago, and have just returned this weekend. Over the years we have recommended it to many people.You go outside, put your name on the list, get told your waiting time, and come back after having had a drink elsewhere. Good system.The food, is pretty incredible, especially the huevos cabreados and the honey cod! The wine is also fantastic.My issue, only issue, with this restaurant, is that they are so keen to get you fed, and outside again (so that they can speed up the customer turnover and prevent too many being disappointed at the wait time?) that it felt like a bit of a fast food experience. We had to send out croquettes back, after they’d arrived suspiciously quickly, because they were cold in the middle. Good manners and Britishness prevented us from sending them back a second time, as they still arrived “Luke warm”. The second you finished the last bite of the dish it was gone from in front of you. The serving staff were practically running around serving people.We know it’s busy. We know it’s delicious. How do you strike the right balance to ensure that people don’t feel rushed? Maybe longer waiting times, and manage people’s expectations?We would return, and we’d continue to recommend, but we’d tell people not to be rushed. Don’t let them rush you!",0.22036124794745476,0.4701970443349754
37,24-08-2021 ,"NEVER NEVER! I want to share my disappointment with this place. They have bad service and terrible food. We ordered several tapas, but the waitress decided he was not going to place all the order. When we asked why he didn't bring all the order out he said then that we don't live in SLAVE time anymore. I was so surprised with his answer, so I requested to please speak with the manager. We found out he waa the manager. He moved on with screaming, yelling and behaving as a terrible person and forgot his service job. We left that place and will NEVER return. Don't waste your time and money place, find instead the other better tapas places in Barcelona.",-0.262603305785124,0.4856060606060606
38,18-08-2021 ,"The staff was extremely friendly and attentive. It was our first time trying tapas and we weren’t sure what to order so the waiter ordered for us. All of his suggestions were finger-licking good, the dessert too! Will definitely be coming back more often.",0.3625,0.5277777777777777
39,14-08-2021 ,"Our concierge recommended this place to us, and we ate there every day whilst in Barcelona (mainly for lunch).No booking, so be prepared to wait…it was rammed every day, and REALLY rammed at the week end !!We thought the food was Fantastic and represented fantastic value. Some of the dishes change daily, but we thought they were all great (some pictures attached). Our particular favourite was the cabreaos eggs (spicy eggs), which is a bit of a play on eggs and chips ( and like 6 euro !)We tried most of the menu, and particularly loved all the seafood (and the tomato bread !) We will DEFINITELY be coming back here when we return to Barcelona!",0.33295454545454545,0.47424242424242424
40,12-08-2021 ,"Just perfect, all tapas were incredible, nothing else to say, gambas, shrimps, calamaris… the waiting time worth it. Enjoy.",0.6499999999999999,0.625
41,7-08-2021 ,Went in for dinner. Expunge for the quality we’ve received. Also we ordered a dish saying salat included and it arrived without it. Explanation was that they’ve made the meat bigger which explains that there was no salad. Silly and pricey,-0.25,0.6875
42,31-07-2021 ,"Fantastic tapas , very friendly stuff , we have been lucky to have space the first time al quick, the day after i go and have to wait 40 min for a dinner ..",0.36083333333333334,0.6433333333333333
43,25-07-2021 ,"I have eaten here two or three times during my many stays in Barcelona and I have always been so happy with my choice. They have a decent menu and are always busy, which is an excellent sign.",0.5133333333333334,0.6933333333333332
44,20-07-2021 ,"Had diner before, still the best place to enjoy tapas. A must do in Barcelona!Always a great selection of food and still great quality!",0.8,0.575
45,19-07-2021 ,"We went there because it was well scored.Honestly, you pay a lot for the atmosphere and decoration but food is normal and you are still hungry after 7-8 different tapas.I don't really understand how this restaurant got 4.5/5.Sorry I will not come back, I will now go to another restaurant to eat the main course (this was the first course to me).",0.12777777777777777,0.3527777777777778
46,12-07-2021 ,"I have been coming here since I can remember, I recommend it to anyone who I know will visit Barcelona. The place is generally crowded and there is a long waiting line (I went a week ago and tables were very spaced out, more relaxed and we were admitted quickly, these changes are due to covid) despite this, IT IS AMAZING and very, very, very worth it. The food is beyond incredible and dinning is an experience, fast paced and with many tapas ordered, it is fun, enjoyable and very exciting. I will never stop recommending it for locals or tourists. I have heard immaculate reviews from others. Definitely go if you have the oportunity :)",0.32427083333333334,0.5565625
47,11-07-2021 ,"I seriously don't know where to start. This is the first time that I'm really suspicious to a rating on TripAdvisor. How on earth can a restaurant like this have 4,5 with over 12 000 ratings. That is a mystery for me. The service was really a disgrace and the food was OK, nothing more. We were given a menu that was printed out on a paper and the printing black ink was faded on the menu so we couldn't read all of the menu and we couldn't see the prizes. When I told the waiter this he just showed me that all the menus were like that. Hahaha!And the dishes on the menu had no description so you had no idea what some of the stuff was or any sort of detail to it. There was no chance to ask the waiter either because he was in constant hurry and could minimal English.When we finally got our food he almost just tossed it on the table. And at one time he just came behind me and scared me so I spilled some Sangria on my clothes in which he says: ""No worries"".One of the dishes said something like ""tacos beef"" so we thought that it had something to do with Tacos. Since the dishes had no detail explanation we got something that didn't have anything to do with tacos. I first thought they gave us someday else's dish. They explained what dish this was so I said that it's OK, they can take it, there was not even a ""sorry"" or any other suggestion that they can do something else. They just took the dish away without saying anything. Hahaha what a joke!The only thing that was good was the dessert and that's it. We went away both hungry and just laughing at the entire experience. This was definitely our first and last time here.Spare your money and go to other restaurants that a actually great - there are plenty of them in Barcelona. ",0.10833333333333332,0.5135416666666667
48,9-07-2021 ,"Very disappointed.Negativ: -HORRIBLE SERVICE, we had to wait and remind all the time to get water, to get wine, to get bread (that they actually dont even have or serve, just flautos with tomato sauce)-the toilet where they supposed to have changing table for kids they use as storage, such a big restaurant but I couldnt change my little girls diaper. So Very Uncool. Especially that they didnt even try to find us other solution.Positiv: -8pm we could get a table without waiting-2 delicious tapas: sirloin and potatoes with eggs (all other tapas we took was maximum average quality)I was expected much better from this many positive feedbacks but I wouldnt come back here to eat. It would have been nicer in a smaller bar or restaurant where they care about the costumers.",0.04770733652312599,0.441866028708134
49,7-07-2021 ,"Good food, traditional catalan. Great service, fast. I recommend to visit and try catalan cream, tomato bread, all tapas.",0.425,0.675
50,4-07-2021 ,"Spent a long weekend at a hotel nearby with my seven year old daughter. We ended up here for breakfast every day! Great, simple breakfast menu with fantastically reasonable prices! We had lunch here one day too but for us breakfast stole the show! Always busy so be prepared to wait a bit but it was worth it for us!",0.1953125,0.3508928571428571
51,27-06-2021 ,Unbelievable they don't get a reservation which is not new especially bin Barcelona. But if you don't present full they won't let you sit on the table.Totally absence of Customer centricity.I have already arranged a business meeting in that place otherwise I would spare my money there ,0.0032196969696969666,0.5007575757575758
52,20-12-2020 ,"This is my third visit to Cerveceria Catalana. Always a pleasure! Great local food, always fresh, always tasty. Each time we've tried something else in the menu.This time we've set on the bar and had a great ""closer"" service experience as well.Until next time....",0.3166666666666667,0.3333333333333333
53,6-09-2020 ,"I have been going to this restaurant ever since I arrived in Barcelona 2 years ago and have recommended it to many of my colleagues and friends. However, the other day I had a terrible experience which has changed my whole opinion of the place. I was sat outside and my bag containing all of my belongings was stolen as I was eating. I had returned from my holiday and ALL of my belongings were in the bag including my house keys, ID, credit cards, cash etc, the only thing I had was my phone. At first, the staff were very polite and concerned for me. I was stressed about how I was going to pay for the meal and the front of house lady told me not to worry, that it was on the house and to just block my cards. After some time on the phone to different banks, it started raining and so they moved me inside where I was then told by an older gentleman that I would have to pay the bill before leaving, despite what the woman had told me as well as the fact that I had NOTHING to pay with. I told the man that the lady had said it was on the house which she then lied about! She said that she never said that as she doesn't have the authority to do so (a complete lie!). Nevertheless I tried everything I could to pay in another form but after all attempts failed the only thing I could offer was to leave my details (I live here so I have a NIE number and everything) so I could come back the next day and pay but they still refused! I felt I was being treated like I was the thief! The man was extremely rude and told me ""no me hablas en ingles"", ""no te voy a hablar en ingles. Que me hablas en español"". He then went on to tell me that the only way I could leave was if I left my phone with him (which was the ONLY thing I had left and it was 11pm - I had no house keys no money nothing and am a young female!). I was completely shocked at his request and told him that I refuse. Eventually, after being completely humiliated by this gentleman in the middle of the restaurant and being treated like a thief after I was robbed on their premises, the man agreed to take my details. I returned the following morning once I'd been to the bank and paid them back. I didn't receive any sort of apology or even a thank you. I will NEVER return to this restaurant and am disgusted at the way I was treated. IF YOU WOULD LIKE TO GET ROBBED WHILE ENJOYING YOUR MEAL AND THEN TREATED LIKE YOU ARE A THIEF AND TOLD YOU MUST NOT LEAVE UNTIL YOU PAY THEN GO AHEAD AND EAT HERE.",-0.043510101010101006,0.4386111111111111
54,9-08-2020 ,"Definitely a very good cuality of tapas, everything fresh and tasty, however in my opinion a bit overrated. I visited this place for the first time 8 years ago and now the plates are much smaller and the prices much higher, so I was a bit dissapointed during my second visit :/",0.20857142857142857,0.5161904761904762
55,1-08-2020 ,"I came along with my sick dog (he can barely walk and less during summer). When he stopped because he couldn’t walk more (just for a minute or some seconds) they couldn’t stop telling me rudely to move him out of the way because he was “bothering”. I understand they need to walk fast without obstacles and everything, but he was just laying down and annoying nobody. Unless they can cure him I can’t do anything else apart from waiting, but it’s not necessary to be so rude for just a sick dog that can’t move and needs to rest.Never gonna eat there ever again.",-0.20423280423280424,0.5308201058201057
56,25-07-2020 ,"Extensive selection of tapas/platters, executed as they should be. Good drinks. Can get crowded but hey, that's part of the experience.",0.35,0.4666666666666667
57,1-05-2020 ,"We tried getting in for dinner 3 nights and the 3rd was finally the charm. The hostess was very friendly each time. The tapas were great, as was the sangria.",0.321875,0.6
58,22-04-2020 ,We were in Barcelona for 6 days and ate here 4 because of the amazing selection of tapas and excellent service. The wine selections were over the top for a tapas restaurants and the the waiter was great about giving tastes before we picked our bottle.,0.7250000000000001,0.7875
59,18-04-2020 ,"Great tapas place.It gets very busy each day, plan to make a reservation.If you sit on the bar you have a good view of all the dishes!",0.6016666666666667,0.5800000000000001
60,17-03-2020 ,"Location: friendly. Exactly what I was expecting from a local tapas place. Ok you have to wait 20min to get a table but don't give up.Menu: there are so many tapas that you can go crazy and order more than you can handle! My recommendation: Bacalau, Boquerones en vinagre and andaluze, NavajasPrice: in couple we totally spent 62eur for 12 tapas, 2 glasses of wine and bottle of water.We were full and satisfied.",0.24,0.48
61,8-03-2020 ,"Very well located, in one of the best and elegant parts of central BCN, this is a popular hangout for both locals and tourists, serving very nice and good quality food.The atmosphere is modern and upmarket, designed with a nice combination of colours and light.The place is quite big and can get noisy and busy. Although we have been there twice without reservations, it’s recommended to make reservations ... or be lucky like we were.They have an elaborate selection of small (tapas) and main dishes, really allowing to satisfy each taste and preference.Service is efficient, fast and quite friendly.The quality of the food, the size of the portions and the presentation are proof of the professionalism of this place.Prices are midrange and ok for what you get.Will go back.",0.3331578947368421,0.5219298245614034
62,7-03-2020 ,"I respect Anthony Bourdain. I wanted to experience for myself what he saw and tasted. My family and I walked twice towards this restaurant for dinner! Both times we came out very satisfied and happy. Food is here is very good brought to our table by a very friendly staff. Love the service here and price is reasonable. Don't think twice. Come here. Order grilled red prawns and steak with foie gras, among many other good things-you will be happy, promise!",0.5111363636363637,0.645909090909091
63,5-03-2020 ,Just so exciting and fresh and delicious. Can't describe. We ate early which is not the Spanish way but was easier to get a table and not be rushed. Went back three times.,0.2833333333333334,0.4333333333333333
64,5-03-2020 ,"My husband and I went here to eat dinner after arriving in Barcelona earlier that afternoon at the recommendation of a local. Everything was amazing...the food, the service, and the atmosphere! The classic Spanish tapas like patatas bravas, pan con tomates, jamon iberico, and Spanish cheeses were wonderful as well as typical Catalan dishes like artichokes with shrimp and clams, fresh fried calamari, and crema catalana. Homemade sangria was perfect. Selection of wines by the glass was great. We will definitely be back here on our next trip. Best meal of the week in Barcelona!",0.3153846153846154,0.36282051282051275
65,5-03-2020 ,"We were recommended this place by our local air bnb host. It did not disappoint. Great energy, vibe and food was delicious. Try the skinny fries covered in an aioli with an egg on top. Sounds simple but was very tasty. ",0.4166666666666667,0.4845238095238095
66,5-03-2020 ,"Great service, really good value and delicious options for breakfast. It was always so busy in the evening we couldn’t get near the door! Full of locals - always the best recommendation!",0.5821428571428572,0.557142857142857
67,3-03-2020 ,"This place is very popular. Arrived at about 8pm and were told there was a 30 minute wait for a table. After a drink at the bar we were called to our table after about 20 minutes. It was well worth the wait! Great food, great service and all reasonably priced. Very busy, great vibe/atmosphere, would go back again tomorrow if we could!!!!",0.485625,0.5425
68,29-02-2020 ,"We ate 3 meals at this restaurant (2 dinner and 1 lunch). Twice the wait was about an hour long and once 30 minutes. We saw large number of people waiting on all occasions.Having said all that, the food is quite good. We tried a variety of tapas on each occasions and most were quite tasty. Price was fairly reasonable to us too. milespointstravel.com",0.31285714285714283,0.5057142857142857
69,27-02-2020 ,"What an amazing tapas experience! There was a short wait, but we were able to get seats the counter after just a few minutes. The service was prompt and professional. We enjoyed a liter of sangria with a steady flow of tapas. We tried many things, but especially enjoyed the garlic shrimp and the bombas - you definitely need to try the bombas! Would recommend to anyone visiting Barcelona!",0.33166666666666667,0.5225
70,25-02-2020 ,"The worst service ever, the waiter was very rude. The food was ok, but not tasty. I don’t recommend.",-0.2966666666666667,0.7600000000000001
71,24-02-2020 ,It is a very nice place . The Tapas are very nice . Everything is very tasty and there is a big variety of fish food .The wine was also very nice and the desert . You can also sit at the bar to drink your wine or beer and eat a tapas. You need to reserve a table otherwise in rash hour you must wait more than an hour . ,0.5066666666666667,0.65
72,24-02-2020 ,This place has a wonderful variety of “tapas” (small portion that you can select) everything extremely taste and well done. I loved the Octopus and the Bacalao! Just 2 blocks from Casa Bartllo. ,0.375,0.8
73,24-02-2020 ,"Beef tenderloin mondeditas, mini burger and vegetable tempura as well as Spanish and artichoke omelette were our favorites",0.0,0.0
74,23-02-2020 ,"Quite a busy place, we waited around half an hour for a table even though it was almost 3pm. But it really worth it. The food is at very reasonable price and very tasty.",0.13866666666666666,0.32933333333333337
75,22-02-2020 ,"Huge selection of delicious, fresh tapas. The restaurant does get busy and may be slightly more expensive than others but the quality was top notch and it was well worth it. Get there early for shorter wait!",0.3027777777777778,0.5333333333333332
76,21-02-2020 ,Wow. What an amazing meal. Came here on recommendation and did not disappoint. Busy packed place. Expect to wait for few minutes. Maybe if you sit at bar. Sat at bar and had front view of dishes tapas. Had 8 tapas. Steak to prawns to shrimp peppers to codfish the best. To more double takings. Amazing taste and affordable price. 9 tapas for 30 euros plus a beer. Not bad. Come here for a local busy pack place to eat and enjoy the crowd. ,0.29583333333333334,0.4555555555555555
77,18-02-2020 ,"This was recommended by a local and it was the best recommendation given for a restaurant. The tapas as amazing! Their options are reasonably priced for their serving, and everything was delicious. The server recommended Solomillo de ternera con foie (Beef tenderloin with foie gras) and it was an absolutely precious. The staff is super helpful and efficient, excellent service. I’d go back here. I will fly back to Barcelona to eat here. Expect a queue for dinner, but who can blame them? This is a great place!",0.548611111111111,0.5930555555555556
78,12-02-2020 ,"great tapas in Barcelona, with a reasonable price. you can point the raw seafood in front of you for them to cook it for you. The best we ever had in Spain. We ate there 7 times.Tried all seafood and mushrooms, even the potato and grilled peppers. All good.Wish they had a menu like in the Japanese restaurants with photos. I only know a limited Spanish. of course you can google the dishes and check what others order.",0.21222527472527472,0.40679945054945055
79,10-02-2020 ,Great food...we went back a second time for the tenderloin with foie gras...also excellent sangria. You won't be disappointed!,0.17250000000000001,0.5
80,10-02-2020 ,good food and fast service; The menu was easy to interpret and many pictures exist online for choosing for fav tapas,0.4583333333333333,0.6333333333333334
81,6-02-2020 ,Awful food. Uncleaned shrimp. Non memorable experience. Too many staff bumping into each other. Like a cruise ship buffet (carnival)... look elsewhere for proper tapas. Bad call trip advisor. ,-0.13749999999999998,0.6069444444444444
82,1-02-2020 ,"Great selection of beers and tapas! The prices are a bit expensive (2-4 euro for one open sandwich), but the food is seriously high quality. Definitely make a reservation as we came and it was packed out the front door. We were seated outside but still received pretty good and fast service, enough for my girlfriend and I to have enough time to hang out and chat over the food.",0.16454545454545452,0.5672727272727272
83,30-01-2020 ,"Never been so disrespected in a venue before. We made a reservation for 12 people, but at first we were in 11, waiting for one more to arrive. In the begining the waiters were already rude, but as we were there for a nice time with Friends, we didnt want to make a big thing from that. But the episodes started to occur, for instance, when one of the waiters complained because we were not ordering all the things for once (we were in a group of 11 and we were eating tapas, so no way everybody would order at the same time). When we told them that, one of the waiters kept standing by our table mocking at our faces. Then they started to drop the orders in the table in a rough way, to make clear to us that we were not welcome. But the last thing we could not tolerate was when our last friend arrived and asked for a chair on the table. The waiter denied in a rude way. When we told our reservation was for 12 the waiter said we should complain with the manager. I asked him to call the manager, and when he arrived he was also rude, and started counting the people and insisted we were already on 12 (??????? yes he was miscounting on purpose to try to fool us) when we finaly convinced him he was counting wrong he started rumbling. At this time we couldnt stand the situation anymore and stood up to leave. The manager probably realized he and his team f***ed up and told us to stay because he was putting another chair for our friend. Too little too late. WORST EXPERIENCE IN A RESTAURANT IN MY WHOLE LIFE.",-0.10723684210526314,0.4881578947368421
84,30-01-2020 ,"Went there with some friends. From the begging the waiters were very rude, throwing our orders at the table and putting very strange pressure for us to order fast and in the order they wanted. We had a table for 12 people but were 11. When our 12th friend arrived, they started saying it was not possible for him to sit and started counting the number of us, as if we would be cheating wrt the number of people!! We were consuming a lot and yet receiving awful service!Pathetic.",-0.251,0.7150000000000001
85,30-01-2020 ,"Bad treatment, we made a reservation for a groupe of 12 people. And by the time the 12th person arrive the staff did not get a chair for her. Believe or not the manager started to count the number of people.Terrible felling as tourist....",-0.6999999999999998,0.6666666666666666
86,29-01-2020 ,"This is one of the best tapas restaurant in Barcelona. We went there for lunch and enjoyed everything we've ordered. A large selection of Tapas could be found here. we've tried Patatas Bravas, Foie Gras with tenderloin, Shrimp Skewers and many more.  The food was fantastic. We couldn't help but to come here again for dinner during our short stay in Barcelona. It is definitely our first choice when it comes to Tapas.",0.3738095238095238,0.4957671957671957
87,28-01-2020 ,"Unique atmosphere! If you prefer o sit at the table, you have to wait. You can be lucky and get the place at bar, which is not a bad alternative at all.Food is amazingly taste. Really difficult to choose the best one. After eating of the first pieces, you will think to order all menu. Just go there and enjoy...",0.36276041666666664,0.6916666666666667
88,28-01-2020 ,"We found it to be the best Tapas place in terms of taste and price.recommend the mini burgers, padrones and more",0.75,0.4
89,27-01-2020 ,"What can I say, yes, 2 stars at best. This place is very popular and very busy but is it the authentic Spanish tapas experience? I think not. Perhaps go here if you have a large group or you are on a bus tour. The atmosphere is loud, brightly lit and like that of a cafeteria (maybe a wee bit nicer). The quality of the food is fair but the staff are determined to get people in and out as quickly as they can. Prices are high. Credit to the staff who are working very hard.",0.3532043650793651,0.5927281746031746
90,27-01-2020 ,Another of my favorite Tapas restaurants in Barcelona is Catalan. Everything I’ve ever had here has been outstanding...every time.Highly Recommend.,0.5,1.0
91,23-01-2020 ,"This is very similar (if i am not mistaken it is the exact same) to Vinitus. I think the only difference is a slightly smaller wait time (5-10 minutes) and the name on the building. I love the tapas here. Try it all, you cannot go wrong. The albariño wines are my favorite and pair well with almost everything on the menu.",0.09375,0.611875
